"","benchmark","class","run","timeBudget","tool","score"
"799","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",2,180,"evosuite",3.05456362
"800","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",2,180,"evosuite",0.13793103
"801","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",2,180,"evosuite",0
"802","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",2,180,"evosuite",1.3252033
"803","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",2,180,"evosuite",5.2727272
"804","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",2,180,"evosuite",0.4041958
"805","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",2,180,"evosuite",1.425714304
"806","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",2,180,"evosuite",2.4392765
"807","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",2,180,"evosuite",0
"808","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",2,180,"evosuite",2.1832688295082
"809","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",2,180,"evosuite",2.92034628
"810","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",2,180,"evosuite",2.61438568
"811","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",2,180,"evosuite",0.2631579
"812","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",2,180,"evosuite",6.75454544
"813","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",2,180,"evosuite",0.195681722
"814","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",2,180,"evosuite",2.55021855454545
"815","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",2,180,"evosuite",1.56677770227925
"816","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",2,180,"evosuite",7
"817","FESCAR-10","com.alibaba.fescar.core.model.BranchType",2,180,"evosuite",0
"818","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",2,180,"evosuite",6.75
"819","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",2,180,"evosuite",7
"820","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",2,180,"evosuite",0.008196721
"821","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",2,180,"evosuite",7
"822","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",2,180,"evosuite",2.4761905
"823","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",2,180,"evosuite",2.60763892
"824","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",2,180,"evosuite",7
"825","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",2,180,"evosuite",7
"826","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",2,180,"evosuite",7
"827","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",2,180,"evosuite",7
"828","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",2,180,"evosuite",2.77033795
"829","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",2,180,"evosuite",0.152325282
"830","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",2,180,"evosuite",2.01260507333333
"831","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",2,180,"evosuite",0
"832","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",2,180,"evosuite",0.60767592
"833","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",2,180,"evosuite",0.249380474
"834","SPOON-16","spoon.reflect.path.CtElementPathBuilder",2,180,"evosuite",0.51588912
"835","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",2,180,"evosuite",2.16190487
"836","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",2,180,"evosuite",0.90308568
"837","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",2,180,"evosuite",2.52960526
"838","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",2,180,"evosuite",0.10555556
"839","SPOON-32","spoon.MavenLauncher",2,180,"evosuite",0.8166667
"840","SPOON-65","spoon.support.DefaultCoreFactory",2,180,"evosuite",0.10045662
"841","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",3,180,"evosuite",0.65801888
"842","GUAVA-22","com.google.common.graph.Graphs",3,180,"evosuite",1.32679744
"843","GUAVA-39","com.google.common.collect.TreeMultiset",3,180,"evosuite",1.1989937
"844","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",3,180,"evosuite",0.28542511
"845","GUAVA-90","com.google.common.io.FileBackedOutputStream",3,180,"evosuite",7
"846","GUAVA-95","com.google.common.collect.ComparatorOrdering",3,180,"evosuite",4.75
"847","GUAVA-102","com.google.common.collect.LinkedListMultimap",3,180,"evosuite",0.37945671
"848","GUAVA-110","com.google.common.collect.LexicographicalOrdering",3,180,"evosuite",0
"849","GUAVA-128","com.google.common.base.Throwables",3,180,"evosuite",0
"850","GUAVA-129","com.google.common.collect.SparseImmutableTable",3,180,"evosuite",3.13709675
"851","GUAVA-159","com.google.common.primitives.ParseRequest",3,180,"evosuite",5
"852","GUAVA-169","com.google.common.math.LongMath",3,180,"evosuite",6.8303916
"853","GUAVA-177","com.google.common.primitives.Doubles",3,180,"evosuite",6.9462864
"854","GUAVA-181","com.google.common.primitives.SignedBytes",3,180,"evosuite",7
"855","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",3,180,"evosuite",7
"856","GUAVA-196","com.google.common.io.Closeables",3,180,"evosuite",4.0000002
"857","GUAVA-206","com.google.common.collect.ImmutableEnumSet",3,180,"evosuite",0.83116886
"858","GUAVA-212","com.google.common.net.MediaType",3,180,"evosuite",2.59231064
"859","GUAVA-224","com.google.common.primitives.UnsignedLongs",3,180,"evosuite",7
"860","GUAVA-240","com.google.common.collect.FilteredMultimapValues",3,180,"evosuite",0.11538462
"861","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",3,180,"evosuite",3.63499001
"862","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",3,180,"evosuite",4.0198413
"863","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",3,180,"evosuite",6.57894737
"864","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",3,180,"evosuite",2.09754832727273
"865","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",3,180,"evosuite",0
"866","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",3,180,"evosuite",6.3571429
"867","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",3,180,"evosuite",3
"868","PDFBOX-117","org.apache.pdfbox.filter.Predictor",3,180,"evosuite",2.63003944
"869","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",3,180,"evosuite",4.3854168
"870","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",3,180,"evosuite",0.244597698
"871","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",3,180,"evosuite",0
"872","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",3,180,"evosuite",1.30981868461538
"873","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",3,180,"evosuite",4.54545456
"874","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",3,180,"evosuite",0.48111888
"875","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",3,180,"evosuite",1.425714304
"876","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",3,180,"evosuite",2.75452196
"877","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",3,180,"evosuite",0
"878","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",3,180,"evosuite",1.49339598431373
"879","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",3,180,"evosuite",2.93333328
"880","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",3,180,"evosuite",2.80719292
"881","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",3,180,"evosuite",0.2631579
"882","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",3,180,"evosuite",7
"883","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",3,180,"evosuite",0.195681722
"884","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",3,180,"evosuite",0
"885","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",3,180,"evosuite",1.51764112882687
"886","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",3,180,"evosuite",7
"887","FESCAR-10","com.alibaba.fescar.core.model.BranchType",3,180,"evosuite",7
"888","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",3,180,"evosuite",6.75
"889","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",3,180,"evosuite",7
"890","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",3,180,"evosuite",0.008196721
"891","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",3,180,"evosuite",6.9722222
"892","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",3,180,"evosuite",2.4761905
"893","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",3,180,"evosuite",2.60763892
"894","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",3,180,"evosuite",7
"895","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",3,180,"evosuite",6.68185624
"896","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",3,180,"evosuite",7
"897","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",3,180,"evosuite",7
"898","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",3,180,"evosuite",2.77033795
"899","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",3,180,"evosuite",0.152325282
"900","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",3,180,"evosuite",1.98319327333333
"901","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",3,180,"evosuite",0.27841527
"902","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",3,180,"evosuite",0.449893404
"903","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",3,180,"evosuite",0.176750362
"904","SPOON-16","spoon.reflect.path.CtElementPathBuilder",3,180,"evosuite",1.23996562
"905","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",3,180,"evosuite",2.16190487
"906","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",3,180,"evosuite",1.17362012
"907","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",3,180,"evosuite",0
"908","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",3,180,"evosuite",0.68055556
"909","SPOON-32","spoon.MavenLauncher",3,180,"evosuite",0.8166667
"910","SPOON-65","spoon.support.DefaultCoreFactory",3,180,"evosuite",0.46495568
"911","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",4,180,"evosuite",0.67924531
"912","GUAVA-22","com.google.common.graph.Graphs",4,180,"evosuite",1.5163399
"913","GUAVA-39","com.google.common.collect.TreeMultiset",4,180,"evosuite",2.87409074
"914","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",4,180,"evosuite",0.05921053
"915","GUAVA-90","com.google.common.io.FileBackedOutputStream",4,180,"evosuite",7
"916","GUAVA-95","com.google.common.collect.ComparatorOrdering",4,180,"evosuite",2
"917","GUAVA-102","com.google.common.collect.LinkedListMultimap",4,180,"evosuite",0.62606115
"918","GUAVA-110","com.google.common.collect.LexicographicalOrdering",4,180,"evosuite",0.67391304
"919","GUAVA-128","com.google.common.base.Throwables",4,180,"evosuite",0
"920","GUAVA-129","com.google.common.collect.SparseImmutableTable",4,180,"evosuite",2.40469123051111
"921","GUAVA-159","com.google.common.primitives.ParseRequest",4,180,"evosuite",5
"922","GUAVA-169","com.google.common.math.LongMath",4,180,"evosuite",6.84157255
"923","GUAVA-177","com.google.common.primitives.Doubles",4,180,"evosuite",6.9807692
"924","GUAVA-181","com.google.common.primitives.SignedBytes",4,180,"evosuite",7
"925","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",4,180,"evosuite",7
"926","GUAVA-196","com.google.common.io.Closeables",4,180,"evosuite",4.80000004
"927","GUAVA-206","com.google.common.collect.ImmutableEnumSet",4,180,"evosuite",1.59307362
"928","GUAVA-212","com.google.common.net.MediaType",4,180,"evosuite",2.6604493
"929","GUAVA-224","com.google.common.primitives.UnsignedLongs",4,180,"evosuite",7
"930","GUAVA-240","com.google.common.collect.FilteredMultimapValues",4,180,"evosuite",0
"931","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",4,180,"evosuite",2.5905055
"932","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",4,180,"evosuite",1.9246031
"933","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",4,180,"evosuite",6.57894737
"934","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",4,180,"evosuite",2.20854175686275
"935","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",4,180,"evosuite",0.60636002
"936","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",4,180,"evosuite",6.3571429
"937","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",4,180,"evosuite",3
"938","PDFBOX-117","org.apache.pdfbox.filter.Predictor",4,180,"evosuite",6.44706928
"939","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",4,180,"evosuite",3.95783726
"940","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",4,180,"evosuite",0.191264366
"941","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",4,180,"evosuite",0
"942","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",4,180,"evosuite",1.29443406923077
"943","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",4,180,"evosuite",5.36363632
"944","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",4,180,"evosuite",0.48111888
"945","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",4,180,"evosuite",3.07714288
"946","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",4,180,"evosuite",2.75452196
"947","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",4,180,"evosuite",0
"948","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",4,180,"evosuite",1.55331924237288
"949","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",4,180,"evosuite",2.77575768
"950","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",4,180,"evosuite",2.90909088
"951","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",4,180,"evosuite",0
"952","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",4,180,"evosuite",7
"953","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",4,180,"evosuite",0.195681722
"954","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",4,180,"evosuite",2.43915594444444
"955","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",4,180,"evosuite",1.67777782
"956","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",4,180,"evosuite",6.60303048
"957","FESCAR-10","com.alibaba.fescar.core.model.BranchType",4,180,"evosuite",7
"958","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",4,180,"evosuite",6.75
"959","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",4,180,"evosuite",7
"960","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",4,180,"evosuite",0
"961","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",4,180,"evosuite",7
"962","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",4,180,"evosuite",0
"963","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",4,180,"evosuite",2.44097225333333
"964","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",4,180,"evosuite",7
"965","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",4,180,"evosuite",7
"966","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",4,180,"evosuite",7
"967","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",4,180,"evosuite",7
"968","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",4,180,"evosuite",2.7596996
"969","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",4,180,"evosuite",0.152325282
"970","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",4,180,"evosuite",0.77939542219615
"971","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",4,180,"evosuite",0
"972","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",4,180,"evosuite",0
"973","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",4,180,"evosuite",0
"974","SPOON-16","spoon.reflect.path.CtElementPathBuilder",4,180,"evosuite",0.52738339
"975","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",4,180,"evosuite",0.82857143
"976","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",4,180,"evosuite",2.13016083
"977","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",4,180,"evosuite",2.8574561
"978","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",4,180,"evosuite",0.289285733
"979","SPOON-32","spoon.MavenLauncher",4,180,"evosuite",0.8166667
"980","SPOON-65","spoon.support.DefaultCoreFactory",4,180,"evosuite",0.69197338
"981","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",5,180,"evosuite",3.370283
"982","GUAVA-22","com.google.common.graph.Graphs",5,180,"evosuite",1.62962957
"983","GUAVA-39","com.google.common.collect.TreeMultiset",5,180,"evosuite",2.80205724
"984","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",5,180,"evosuite",0.05263158
"985","GUAVA-90","com.google.common.io.FileBackedOutputStream",5,180,"evosuite",7
"986","GUAVA-95","com.google.common.collect.ComparatorOrdering",5,180,"evosuite",3
"987","GUAVA-102","com.google.common.collect.LinkedListMultimap",5,180,"evosuite",2.08268382
"988","GUAVA-110","com.google.common.collect.LexicographicalOrdering",5,180,"evosuite",0.42391304
"989","GUAVA-128","com.google.common.base.Throwables",5,180,"evosuite",6.13092302
"990","GUAVA-129","com.google.common.collect.SparseImmutableTable",5,180,"evosuite",2.93817198
"991","GUAVA-159","com.google.common.primitives.ParseRequest",5,180,"evosuite",5
"992","GUAVA-169","com.google.common.math.LongMath",5,180,"evosuite",6.83416515
"993","GUAVA-177","com.google.common.primitives.Doubles",5,180,"evosuite",6.9807692
"994","GUAVA-181","com.google.common.primitives.SignedBytes",5,180,"evosuite",7
"995","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",5,180,"evosuite",7
"996","GUAVA-196","com.google.common.io.Closeables",5,180,"evosuite",6.8
"997","GUAVA-206","com.google.common.collect.ImmutableEnumSet",5,180,"evosuite",1.59307362
"998","GUAVA-212","com.google.common.net.MediaType",5,180,"evosuite",2.5241721
"999","GUAVA-224","com.google.common.primitives.UnsignedLongs",5,180,"evosuite",7
"1000","GUAVA-240","com.google.common.collect.FilteredMultimapValues",5,180,"evosuite",0.34615387
"1001","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",5,180,"evosuite",3.34076681333333
"1002","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",5,180,"evosuite",4.0198413
"1003","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",5,180,"evosuite",6.57894737
"1004","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",5,180,"evosuite",1.7100394
"1005","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",5,180,"evosuite",0
"1006","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",5,180,"evosuite",6.3571429
"1007","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",5,180,"evosuite",3
