"","benchmark","class","run","timeBudget","tool","score"
"1361","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",10,180,"evosuite",0
"1362","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",10,180,"evosuite",1.23176468923077
"1363","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",10,180,"evosuite",4.90909088
"1364","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",10,180,"evosuite",0.48111888
"1365","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",10,180,"evosuite",2.7914286
"1366","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",10,180,"evosuite",2.75452196
"1367","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",10,180,"evosuite",0
"1368","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",10,180,"evosuite",1.76010957346939
"1369","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",10,180,"evosuite",2.93333328
"1370","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",10,180,"evosuite",3
"1371","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",10,180,"evosuite",0.31578945
"1372","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",10,180,"evosuite",7
"1373","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",10,180,"evosuite",0.195681722
"1374","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",10,180,"evosuite",2.53996657826087
"1375","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",10,180,"evosuite",1.74444446
"1376","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",10,180,"evosuite",7
"1377","FESCAR-10","com.alibaba.fescar.core.model.BranchType",10,180,"evosuite",7
"1378","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",10,180,"evosuite",6.75
"1379","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",10,180,"evosuite",7
"1380","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",10,180,"evosuite",0.008196721
"1381","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",10,180,"evosuite",7
"1382","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",10,180,"evosuite",2.3333333
"1383","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",10,180,"evosuite",2.46478177714286
"1384","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",10,180,"evosuite",7
"1385","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",10,180,"evosuite",7
"1386","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",10,180,"evosuite",7
"1387","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",10,180,"evosuite",7
"1388","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",10,180,"evosuite",2.77033795
"1389","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",10,180,"evosuite",0.152325282
"1390","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",10,180,"evosuite",1.94117647333333
"1391","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",10,180,"evosuite",0.156271682
"1392","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",10,180,"evosuite",0
"1393","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",10,180,"evosuite",0
"1394","SPOON-16","spoon.reflect.path.CtElementPathBuilder",10,180,"evosuite",1.77872036
"1395","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",10,180,"evosuite",0
"1396","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",10,180,"evosuite",0.255106476
"1397","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",10,180,"evosuite",2.52960526
"1398","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",10,180,"evosuite",0.037500002
"1399","SPOON-32","spoon.MavenLauncher",10,180,"evosuite",0.8166667
"1400","SPOON-65","spoon.support.DefaultCoreFactory",10,180,"evosuite",0
"1401","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",1,60,"randoop",4.47143238675848
"1402","GUAVA-22","com.google.common.graph.Graphs",1,60,"randoop",1.02872646602444
"1403","GUAVA-39","com.google.common.collect.TreeMultiset",1,60,"randoop",3.37739895633857
"1404","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",1,60,"randoop",0.0254890937267943
"1405","GUAVA-90","com.google.common.io.FileBackedOutputStream",1,60,"randoop",5.92982816643363
"1406","GUAVA-95","com.google.common.collect.ComparatorOrdering",1,60,"randoop",2.31322690362618
"1407","GUAVA-102","com.google.common.collect.LinkedListMultimap",1,60,"randoop",1.05255814343813
"1408","GUAVA-110","com.google.common.collect.LexicographicalOrdering",1,60,"randoop",0.895628698720917
"1409","GUAVA-128","com.google.common.base.Throwables",1,60,"randoop",2.00628364705692
"1410","GUAVA-129","com.google.common.collect.SparseImmutableTable",1,60,"randoop",1.60135792592118
"1411","GUAVA-159","com.google.common.primitives.ParseRequest",1,60,"randoop",4.42323937677054
"1412","GUAVA-169","com.google.common.math.LongMath",1,60,"randoop",1.76370003170074
"1413","GUAVA-177","com.google.common.primitives.Doubles",1,60,"randoop",6.48277735431328
"1414","GUAVA-181","com.google.common.primitives.SignedBytes",1,60,"randoop",5.8740475600918
"1415","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",1,60,"randoop",6.5665014618283
"1416","GUAVA-196","com.google.common.io.Closeables",1,60,"randoop",1.69869928169288
"1417","GUAVA-206","com.google.common.collect.ImmutableEnumSet",1,60,"randoop",0
"1418","GUAVA-212","com.google.common.net.MediaType",1,60,"randoop",2.44276230526618
"1419","GUAVA-224","com.google.common.primitives.UnsignedLongs",1,60,"randoop",6.27049865088757
"1420","GUAVA-240","com.google.common.collect.FilteredMultimapValues",1,60,"randoop",0.0371621050597443
"1421","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",1,60,"randoop",1.77494695664194
"1422","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",1,60,"randoop",1.91284591098443
"1423","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",1,60,"randoop",5.32614987836917
"1424","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",1,60,"randoop",0.00761277068596013
"1425","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",1,60,"randoop",0.0528923030812506
"1426","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",1,60,"randoop",0.56179074543389
"1427","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",1,60,"randoop",0.147065785960446
"1428","PDFBOX-117","org.apache.pdfbox.filter.Predictor",1,60,"randoop",0.831365582853163
"1429","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",1,60,"randoop",0.0303344064972254
"1430","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",1,60,"randoop",0.0935095428719008
"1431","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",1,60,"randoop",2.81433982929412
"1432","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",1,60,"randoop",3.03675760913785
"1433","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",1,60,"randoop",2.61629860132071
"1434","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",1,60,"randoop",0.0527179010953608
"1435","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",1,60,"randoop",0.386268166674714
"1436","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",1,60,"randoop",6.03491494695023
"1437","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",1,60,"randoop",0
"1438","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",1,60,"randoop",0.00895090047851515
"1439","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",1,60,"randoop",1.50108796624364
"1440","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",1,60,"randoop",2.55051507277336
"1441","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",1,60,"randoop",0.30591848036683
"1442","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",1,60,"randoop",3.33033800170383
"1443","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",1,60,"randoop",0
"1444","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",1,60,"randoop",0.0400762783831893
"1445","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",1,60,"randoop",0.0483395369072364
"1446","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",1,60,"randoop",4.33714624788415
"1447","FESCAR-10","com.alibaba.fescar.core.model.BranchType",1,60,"randoop",6.79996761920181
"1448","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",1,60,"randoop",0.251746963392398
"1449","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",1,60,"randoop",6.73174015483002
"1450","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",1,60,"randoop",0
"1451","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",1,60,"randoop",5.79147865204514
"1452","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",1,60,"randoop",1.60336029276004
"1453","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",1,60,"randoop",1.86853378989696
"1454","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",1,60,"randoop",6.78305528190055
"1455","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",1,60,"randoop",4.44519204733728
"1456","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",1,60,"randoop",6.78349349915206
"1457","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",1,60,"randoop",6.80657969370391
"1458","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",1,60,"randoop",2.51586974431818
"1459","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",1,60,"randoop",0
"1460","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",1,60,"randoop",0
"1461","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",1,60,"randoop",1.00833657141099
"1462","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",1,60,"randoop",0.430108416826004
"1463","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",1,60,"randoop",0.729645556435402
"1464","SPOON-16","spoon.reflect.path.CtElementPathBuilder",1,60,"randoop",0.471176563348093
"1465","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",1,60,"randoop",0.780297052360623
"1466","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",1,60,"randoop",0.237742269503546
"1467","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",1,60,"randoop",1.6622396004588
"1468","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",1,60,"randoop",0.176757398161571
"1469","SPOON-32","spoon.MavenLauncher",1,60,"randoop",0.357835809027005
"1470","SPOON-65","spoon.support.DefaultCoreFactory",1,60,"randoop",0.187371217787349
"1471","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",2,60,"randoop",4.45020612090918
"1472","GUAVA-22","com.google.common.graph.Graphs",2,60,"randoop",1.02959183706484
"1473","GUAVA-39","com.google.common.collect.TreeMultiset",2,60,"randoop",3.42913109982325
"1474","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",2,60,"randoop",0.0254858023694999
"1475","GUAVA-90","com.google.common.io.FileBackedOutputStream",2,60,"randoop",5.92202388251344
"1476","GUAVA-95","com.google.common.collect.ComparatorOrdering",2,60,"randoop",2.29575683977201
"1477","GUAVA-102","com.google.common.collect.LinkedListMultimap",2,60,"randoop",1.04912112213876
"1478","GUAVA-110","com.google.common.collect.LexicographicalOrdering",2,60,"randoop",0.89000072993859
"1479","GUAVA-128","com.google.common.base.Throwables",2,60,"randoop",2.0075811417762
"1480","GUAVA-129","com.google.common.collect.SparseImmutableTable",2,60,"randoop",1.59905333482578
"1481","GUAVA-159","com.google.common.primitives.ParseRequest",2,60,"randoop",4.40970628383149
"1482","GUAVA-169","com.google.common.math.LongMath",2,60,"randoop",1.72974729829182
"1483","GUAVA-177","com.google.common.primitives.Doubles",2,60,"randoop",6.5041716407254
"1484","GUAVA-181","com.google.common.primitives.SignedBytes",2,60,"randoop",5.94868454610786
"1485","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",2,60,"randoop",6.60917731478567
"1486","GUAVA-196","com.google.common.io.Closeables",2,60,"randoop",1.70252784849124
"1487","GUAVA-206","com.google.common.collect.ImmutableEnumSet",2,60,"randoop",0
"1488","GUAVA-212","com.google.common.net.MediaType",2,60,"randoop",2.49840903145735
"1489","GUAVA-224","com.google.common.primitives.UnsignedLongs",2,60,"randoop",6.26269190279573
"1490","GUAVA-240","com.google.common.collect.FilteredMultimapValues",2,60,"randoop",0.0371752754687802
"1491","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",2,60,"randoop",1.80525214633842
"1492","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",2,60,"randoop",1.92018334853011
"1493","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",2,60,"randoop",5.33618844116596
"1494","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",2,60,"randoop",0.0076229659222925
"1495","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",2,60,"randoop",0.0528214281978011
"1496","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",2,60,"randoop",0.553487386637585
"1497","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",2,60,"randoop",0.145829748783942
"1498","PDFBOX-117","org.apache.pdfbox.filter.Predictor",2,60,"randoop",0.833370780704538
"1499","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",2,60,"randoop",0.0302073432037505
"1500","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",2,60,"randoop",0.0935956571613216
"1501","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",2,60,"randoop",2.81315679967617
"1502","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",2,60,"randoop",3.06456937944102
"1503","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",2,60,"randoop",2.78574977591441
"1504","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",2,60,"randoop",0.0531157559035949
"1505","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",2,60,"randoop",0.388041843845495
"1506","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",2,60,"randoop",5.98434645989338
"1507","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",2,60,"randoop",0
"1508","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",2,60,"randoop",0.00897504911147011
"1509","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",2,60,"randoop",1.50431017285624
"1510","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",2,60,"randoop",2.54212628702174
"1511","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",2,60,"randoop",0.307004018341786
"1512","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",2,60,"randoop",3.33734899232457
"1513","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",2,60,"randoop",0
"1514","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",2,60,"randoop",0.0415139681587863
"1515","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",2,60,"randoop",0.0485256296200443
"1516","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",2,60,"randoop",4.24584631152571
"1517","FESCAR-10","com.alibaba.fescar.core.model.BranchType",2,60,"randoop",6.80680031765068
"1518","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",2,60,"randoop",0.246955411851037
"1519","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",2,60,"randoop",6.77758233955687
"1520","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",2,60,"randoop",0
"1521","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",2,60,"randoop",5.76600172136243
"1522","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",2,60,"randoop",1.60379128314596
"1523","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",2,60,"randoop",1.8813293352944
"1524","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",2,60,"randoop",6.79589657292644
"1525","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",2,60,"randoop",4.41205378145996
"1526","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",2,60,"randoop",6.77222741784643
"1527","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",2,60,"randoop",6.79029311431943
"1528","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",2,60,"randoop",2.5098091256908
"1529","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",2,60,"randoop",0
"1530","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",2,60,"randoop",0.98966000754774
"1531","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",2,60,"randoop",0.427851900271037
"1532","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",2,60,"randoop",0.735424306237721
"1533","SPOON-16","spoon.reflect.path.CtElementPathBuilder",2,60,"randoop",0.474641706182353
"1534","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",2,60,"randoop",0.786780283919161
"1535","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",2,60,"randoop",0.237847229667939
"1536","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",2,60,"randoop",1.64892150950552
"1537","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",2,60,"randoop",0.177144021457994
"1538","SPOON-32","spoon.MavenLauncher",2,60,"randoop",0.361643307187862
"1539","SPOON-65","spoon.support.DefaultCoreFactory",2,60,"randoop",0.182754682865212
"1540","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",3,60,"randoop",4.45041598679557
"1541","GUAVA-22","com.google.common.graph.Graphs",3,60,"randoop",1.02887613766792
"1542","GUAVA-39","com.google.common.collect.TreeMultiset",3,60,"randoop",3.54260580748321
"1543","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",3,60,"randoop",0.0254389927176645
"1544","GUAVA-90","com.google.common.io.FileBackedOutputStream",3,60,"randoop",5.93421519211284
"1545","GUAVA-95","com.google.common.collect.ComparatorOrdering",3,60,"randoop",2.30272041798345
"1546","GUAVA-102","com.google.common.collect.LinkedListMultimap",3,60,"randoop",1.04954318818191
"1547","GUAVA-110","com.google.common.collect.LexicographicalOrdering",3,60,"randoop",0.896946410580352
"1548","GUAVA-128","com.google.common.base.Throwables",3,60,"randoop",2.00884781595807
"1549","GUAVA-129","com.google.common.collect.SparseImmutableTable",3,60,"randoop",1.59045723101392
"1550","GUAVA-159","com.google.common.primitives.ParseRequest",3,60,"randoop",4.3894583704259
"1551","GUAVA-169","com.google.common.math.LongMath",3,60,"randoop",1.85974821025655
"1552","GUAVA-177","com.google.common.primitives.Doubles",3,60,"randoop",6.4843155014236
"1553","GUAVA-181","com.google.common.primitives.SignedBytes",3,60,"randoop",5.95724681887087
"1554","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",3,60,"randoop",6.61792512290432
"1555","GUAVA-196","com.google.common.io.Closeables",3,60,"randoop",1.69886418794292
"1556","GUAVA-206","com.google.common.collect.ImmutableEnumSet",3,60,"randoop",0
"1557","GUAVA-212","com.google.common.net.MediaType",3,60,"randoop",2.4562608236029
"1558","GUAVA-224","com.google.common.primitives.UnsignedLongs",3,60,"randoop",6.25401863334487
"1559","GUAVA-240","com.google.common.collect.FilteredMultimapValues",3,60,"randoop",0.0373008615255306
"1560","PDFBOX-8","org.apache.pdfbox.pdmodel.font.FileSystemFontProvider",3,60,"randoop",1.80824630574245
"1561","PDFBOX-22","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret",3,60,"randoop",1.9452597993311
"1562","PDFBOX-26","org.apache.pdfbox.pdmodel.encryption.SecurityProvider",3,60,"randoop",5.34139566405361
"1563","PDFBOX-40","org.apache.pdfbox.pdmodel.font.PDCIDFontType2",3,60,"randoop",0.00762493440929632
"1564","PDFBOX-62","org.apache.pdfbox.rendering.PageDrawer",3,60,"randoop",0.05258288200315
"1565","PDFBOX-83","org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode",3,60,"randoop",0.579141889761415
"1566","PDFBOX-91","org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent",3,60,"randoop",0.142759810732207
"1567","PDFBOX-117","org.apache.pdfbox.filter.Predictor",3,60,"randoop",0.823285468397291
"1568","PDFBOX-127","org.apache.pdfbox.pdfparser.PDFObjectStreamParser",3,60,"randoop",0.0301180628062003
"1569","PDFBOX-130","org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner",3,60,"randoop",0.0936925361064838
"1570","PDFBOX-157","org.apache.pdfbox.pdmodel.font.PDType1Font",3,60,"randoop",2.81420833242481
"1571","PDFBOX-198","org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine",3,60,"randoop",3.04142134394785
"1572","PDFBOX-214","org.apache.pdfbox.pdfparser.EndstreamOutputStream",3,60,"randoop",2.63711183178559
"1573","PDFBOX-220","org.apache.pdfbox.filter.JPXFilter",3,60,"randoop",0.052975611058953
"1574","PDFBOX-229","org.apache.pdfbox.util.XMLUtil",3,60,"randoop",0.387584380349472
"1575","PDFBOX-234","org.apache.pdfbox.pdmodel.interactive.action.PDActionSound",3,60,"randoop",6.00208049797736
"1576","PDFBOX-235","org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder",3,60,"randoop",0
"1577","PDFBOX-265","org.apache.pdfbox.pdmodel.font.PDType3Font",3,60,"randoop",0.00894412757188395
"1578","PDFBOX-278","org.apache.pdfbox.pdfwriter.ContentStreamWriter",3,60,"randoop",1.50662023147549
"1579","PDFBOX-285","org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature",3,60,"randoop",2.54905217876205
"1580","FESCAR-2","com.alibaba.fescar.core.service.ServiceManagerStaticConfigImpl",3,60,"randoop",0.307247956800934
"1581","FESCAR-5","com.alibaba.fescar.core.protocol.MessageFuture",3,60,"randoop",3.39078395739311
"1582","FESCAR-6","com.alibaba.fescar.core.rpc.netty.TmRpcClient",3,60,"randoop",0
"1583","FESCAR-7","com.alibaba.fescar.core.rpc.netty.MessageCodecHandler",3,60,"randoop",0.0406958537481447
"1584","FESCAR-8","com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory",3,60,"randoop",0.0482687604582314
"1585","FESCAR-9","com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest",3,60,"randoop",4.22878221244212
"1586","FESCAR-10","com.alibaba.fescar.core.model.BranchType",3,60,"randoop",6.80415377387529
"1587","FESCAR-12","com.alibaba.fescar.core.rpc.netty.RpcServerHandler",3,60,"randoop",0.249796613471887
"1588","FESCAR-13","com.alibaba.fescar.core.exception.TransactionExceptionCode",3,60,"randoop",6.80602819640253
"1589","FESCAR-15","com.alibaba.fescar.core.rpc.netty.RpcServer",3,60,"randoop",0
"1590","FESCAR-17","com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse",3,60,"randoop",5.74731454444356
"1591","FESCAR-23","com.alibaba.fescar.core.protocol.MergeResultMessage",3,60,"randoop",1.61069319888204
"1592","FESCAR-25","com.alibaba.fescar.core.rpc.netty.RmMessageListener",3,60,"randoop",1.87844768822638
"1593","FESCAR-28","com.alibaba.fescar.core.rpc.ClientType",3,60,"randoop",6.70070197830249
"1594","FESCAR-32","com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest",3,60,"randoop",4.40722213357113
"1595","FESCAR-33","com.alibaba.fescar.core.model.GlobalStatus",3,60,"randoop",6.77233661737911
"1596","FESCAR-34","com.alibaba.fescar.core.protocol.ResultCode",3,60,"randoop",6.78130297892952
"1597","FESCAR-37","com.alibaba.fescar.core.rpc.RpcContext",3,60,"randoop",2.46570723445065
"1598","FESCAR-41","com.alibaba.fescar.core.rpc.netty.RmRpcClient",3,60,"randoop",0
"1599","FESCAR-42","com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl",3,60,"randoop",0
"1600","SPOON-105","spoon.support.compiler.jdt.PositionBuilder",3,60,"randoop",0.98854082026538
"1601","SPOON-155","spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction",3,60,"randoop",0.430657374601149
"1602","SPOON-169","spoon.reflect.visitor.ImportScannerImpl",3,60,"randoop",0.718184009832724
"1603","SPOON-16","spoon.reflect.path.CtElementPathBuilder",3,60,"randoop",0.47464929462173
"1604","SPOON-20","spoon.support.reflect.reference.CtLocalVariableReferenceImpl",3,60,"randoop",0.787602949889894
"1605","SPOON-211","spoon.reflect.path.impl.CtRolePathElement",3,60,"randoop",0.237510187051266
"1606","SPOON-253","spoon.pattern.internal.parameter.MapParameterInfo",3,60,"randoop",1.66377689511114
"1607","SPOON-25","spoon.pattern.internal.ValueConvertorImpl",3,60,"randoop",0.177192114601466
"1608","SPOON-32","spoon.MavenLauncher",3,60,"randoop",0.359717981102815
"1609","SPOON-65","spoon.support.DefaultCoreFactory",3,60,"randoop",0.179201628256513
"1610","GUAVA-2","com.google.common.collect.MinMaxPriorityQueue",4,60,"randoop",4.51334671916847
"1611","GUAVA-22","com.google.common.graph.Graphs",4,60,"randoop",1.02885950533463
"1612","GUAVA-39","com.google.common.collect.TreeMultiset",4,60,"randoop",3.44195601834833
"1613","GUAVA-47","com.google.common.collect.FilteredEntryMultimap",4,60,"randoop",0.0255604778786849
"1614","GUAVA-90","com.google.common.io.FileBackedOutputStream",4,60,"randoop",5.94894955097303
"1615","GUAVA-95","com.google.common.collect.ComparatorOrdering",4,60,"randoop",2.31496267322307
"1616","GUAVA-102","com.google.common.collect.LinkedListMultimap",4,60,"randoop",1.05081142636183
"1617","GUAVA-110","com.google.common.collect.LexicographicalOrdering",4,60,"randoop",0.893474304648421
"1618","GUAVA-128","com.google.common.base.Throwables",4,60,"randoop",2.01138596559432
"1619","GUAVA-129","com.google.common.collect.SparseImmutableTable",4,60,"randoop",1.59723994377715
"1620","GUAVA-159","com.google.common.primitives.ParseRequest",4,60,"randoop",4.37306679736731
"1621","GUAVA-169","com.google.common.math.LongMath",4,60,"randoop",1.79263488440781
"1622","GUAVA-177","com.google.common.primitives.Doubles",4,60,"randoop",6.46142150557972
"1623","GUAVA-181","com.google.common.primitives.SignedBytes",4,60,"randoop",5.79555658508245
"1624","GUAVA-184","com.google.thirdparty.publicsuffix.PublicSuffixType",4,60,"randoop",6.6216812764079
