tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
randoop,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,10,85,62837,966,3330,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,60,34
randoop,GUAVA-169,com.google.common.math.LongMath,4,139,74486,25589,153715,0,0,0,265,205,77.35849,270,196,72.59259,0,0,0.0,0,0.0,0,60,1538
randoop,SPOON-65,spoon.support.DefaultCoreFactory,7,109,69396,9759,25353,0,0,0,438,94,21.461187,166,0,0.0,171,3,1.754386,0,0.0,171,60,254
randoop,PDFBOX-130,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,5,133,61734,74,41,0,0,0,145,14,9.655172,6,0,0.0,75,1,1.3333334,0,0.0,75,60,1
randoop,SPOON-211,spoon.reflect.path.impl.CtRolePathElement,8,191,63517,1521,2968,0,0,0,59,5,8.474577,39,0,0.0,24,1,4.166667,1,4.166667,23,60,30
randoop,FESCAR-8,com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory,10,125,61709,320,1,0,0,0,60,3,5.0,36,0,0.0,30,0,0.0,0,0.0,30,60,1
randoop,GUAVA-128,com.google.common.base.Throwables,9,101,61579,69,14,0,0,0,92,26,28.260868,38,8,21.052631,41,14,34.146343,14,34.146343,27,60,1
randoop,FESCAR-9,com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest,8,95,65924,4780,16798,0,0,0,30,22,73.333336,6,4,66.66667,11,7,63.636364,7,63.636364,4,60,168
randoop,SPOON-65,spoon.support.DefaultCoreFactory,4,188,67813,6720,17725,0,0,0,438,94,21.461187,166,0,0.0,171,3,1.754386,0,0.0,171,60,178
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,6,168,68892,5348,10391,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,60,104
randoop,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,7,95,61878,160,18,0,0,0,55,3,5.4545455,26,0,0.0,46,0,0.0,0,0.0,46,60,1
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,7,173,66640,4506,9658,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,60,97
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,6,158,63003,2371,819,0,0,0,21,14,66.66667,10,4,40.0,12,7,58.333332,0,0.0,12,60,9
randoop,FESCAR-41,com.alibaba.fescar.core.rpc.netty.RmRpcClient,6,111,63803,86790,8291,0,8291,0,230,4,1.7391304,98,2,2.0408163,85,2,2.3529413,0,0.0,85,60,83
randoop,GUAVA-240,com.google.common.collect.FilteredMultimapValues,10,107,61790,40,1,0,0,0,26,1,3.846154,6,0,0.0,12,0,0.0,0,0.0,12,60,1
randoop,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,5,101,61661,90,4,0,0,0,25,10,40.0,4,0,0.0,14,7,50.0,0,0.0,14,60,1
randoop,FESCAR-17,com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse,1,155,62465,1278,1520,0,0,0,36,30,83.33333,12,10,83.33333,17,15,88.2353,15,88.2353,2,60,16
randoop,GUAVA-47,com.google.common.collect.FilteredEntryMultimap,6,121,61823,49,2,0,0,0,38,1,2.631579,14,0,0.0,26,0,0.0,0,0.0,26,60,1
randoop,PDFBOX-130,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,6,86,61856,100,41,0,0,0,145,14,9.655172,6,0,0.0,75,1,1.3333334,0,0.0,75,60,1
randoop,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,5,144,63515,1035,3330,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,60,34
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,4,128,61926,169,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,60,1
randoop,PDFBOX-235,org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,7,106,61590,143,1,0,0,0,34,0,0.0,8,0,0.0,25,0,0.0,0,0.0,25,60,1
randoop,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,4,160,66319,3299,9197,0,0,0,94,41,43.617023,34,8,23.529411,32,14,43.75,14,43.75,18,60,92
randoop,GUAVA-22,com.google.common.graph.Graphs,3,131,61859,158,73,0,0,0,153,16,10.457517,108,11,10.185185,101,19,18.811882,19,18.811882,82,60,1
randoop,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,6,194,61877,160,18,0,0,0,55,3,5.4545455,26,0,0.0,46,0,0.0,0,0.0,46,60,1
randoop,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,9,133,62800,1334,913,0,0,0,57,35,61.403507,32,18,56.25,33,22,66.66667,0,0.0,33,60,10
randoop,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,6,95,61695,194,2,0,0,0,108,1,0.9259259,64,0,0.0,68,0,0.0,0,0.0,68,60,1
randoop,GUAVA-196,com.google.common.io.Closeables,6,138,61836,33,5,0,0,0,20,9,45.0,4,1,25.0,5,3,60.000004,1,20.0,4,60,1
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,4,128,62023,5218,821,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,60,9
randoop,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,5,168,62630,1315,905,0,0,0,57,35,61.403507,32,18,56.25,33,22,66.66667,0,0.0,33,60,10
randoop,FESCAR-7,com.alibaba.fescar.core.rpc.netty.MessageCodecHandler,8,99,67655,5801,10618,0,0,0,130,6,4.6153846,64,0,0.0,58,0,0.0,0,0.0,58,60,107
randoop,GUAVA-47,com.google.common.collect.FilteredEntryMultimap,7,105,61661,67,2,0,0,0,38,1,2.631579,14,0,0.0,26,0,0.0,0,0.0,26,60,1
randoop,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,8,180,63309,1121,2155,0,0,0,67,11,16.41791,32,0,0.0,28,2,7.1428576,2,7.1428576,26,60,22
randoop,GUAVA-224,com.google.common.primitives.UnsignedLongs,5,105,63331,1568,4141,0,0,0,112,105,93.75,70,66,94.28571,140,133,95.0,133,95.0,7,60,42
randoop,GUAVA-177,com.google.common.primitives.Doubles,1,143,63235,1197,2266,0,0,0,104,101,97.11539,58,55,94.82758,113,112,99.11504,112,99.11504,1,60,23
randoop,PDFBOX-235,org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,5,94,61726,131,1,0,0,0,34,0,0.0,8,0,0.0,25,0,0.0,0,0.0,25,60,1
randoop,FESCAR-32,com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest,8,126,63766,2426,4393,0,0,0,52,37,71.15385,16,11,68.75,23,15,65.21739,15,65.21739,8,60,44
randoop,SPOON-25,spoon.pattern.internal.ValueConvertorImpl,10,187,63057,574,336,0,0,0,80,4,5.0,84,1,1.1904762,72,2,2.777778,2,2.777778,70,60,4
randoop,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,4,137,61857,70,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,PDFBOX-127,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,8,108,61866,132,2,0,0,0,32,1,3.125,14,0,0.0,18,0,0.0,0,0.0,18,60,1
randoop,FESCAR-23,com.alibaba.fescar.core.protocol.MergeResultMessage,9,137,62773,1452,1357,0,0,0,42,11,26.190477,14,1,7.1428576,28,9,32.142857,9,32.142857,19,60,14
randoop,GUAVA-196,com.google.common.io.Closeables,9,141,61885,49,5,0,0,0,20,9,45.0,4,1,25.0,5,3,60.000004,1,20.0,4,60,1
randoop,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,5,96,61705,87,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,10,89,61881,168,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,60,1
randoop,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,3,112,63615,1168,1416,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,60,15
randoop,PDFBOX-91,org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,1,123,64418,2540,4784,0,0,0,19,3,15.789473,8,0,0.0,15,0,0.0,0,0.0,15,60,48
randoop,SPOON-211,spoon.reflect.path.impl.CtRolePathElement,3,151,63512,1943,3899,0,0,0,59,5,8.474577,39,0,0.0,24,1,4.166667,1,4.166667,23,60,39
randoop,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,6,131,61919,74,4,0,0,0,25,10,40.0,4,0,0.0,14,7,50.0,0,0.0,14,60,1
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,8,180,63286,2453,635,0,0,0,21,9,42.857143,10,2,20.0,12,4,33.333336,0,0.0,12,60,7
randoop,SPOON-155,spoon.reflect.visitor.filter.AllMethodsSameSignatureFunction,1,150,62760,1118,1794,0,0,0,67,11,16.41791,32,0,0.0,28,2,7.1428576,2,7.1428576,26,60,18
randoop,PDFBOX-127,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,1,156,61811,179,2,0,0,0,32,1,3.125,14,0,0.0,18,0,0.0,0,0.0,18,60,1
randoop,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,8,157,61901,82,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,7,165,63529,848,3019,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,60,31
randoop,GUAVA-177,com.google.common.primitives.Doubles,2,113,63027,1355,3052,0,0,0,104,101,97.11539,58,55,94.82758,113,112,99.11504,112,99.11504,1,60,31
randoop,GUAVA-169,com.google.common.math.LongMath,3,154,71798,20949,122110,0,0,0,265,205,77.35849,270,196,72.59259,0,0,0.0,0,0.0,0,60,1222
randoop,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,1,114,61705,60,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,GUAVA-110,com.google.common.collect.LexicographicalOrdering,1,128,62623,852,447,0,0,0,23,10,43.47826,12,3,25.0,16,7,43.75,0,0.0,16,60,5
randoop,SPOON-169,spoon.reflect.visitor.ImportScannerImpl,8,164,65160,3027,4167,0,0,0,439,62,14.123006,364,28,7.692308,143,18,12.587413,18,12.587413,125,60,42
randoop,SPOON-211,spoon.reflect.path.impl.CtRolePathElement,4,205,63076,1299,2430,0,0,0,59,5,8.474577,39,0,0.0,24,1,4.166667,1,4.166667,23,60,25
randoop,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,9,140,61807,92,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,PDFBOX-127,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,6,92,61936,152,2,0,0,0,32,1,3.125,14,0,0.0,18,0,0.0,0,0.0,18,60,1
randoop,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,7,107,61796,75,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,GUAVA-129,com.google.common.collect.SparseImmutableTable,10,193,62572,581,357,0,0,0,62,31,50.0,12,7,58.333332,16,10,62.5,0,0.0,16,60,4
randoop,SPOON-16,spoon.reflect.path.CtElementPathBuilder,5,132,62920,1189,2025,0,0,0,87,8,9.195402,51,1,1.9607844,33,3,9.090909,3,9.090909,30,60,21
randoop,SPOON-211,spoon.reflect.path.impl.CtRolePathElement,2,207,63422,1050,2320,0,0,0,59,5,8.474577,39,0,0.0,24,1,4.166667,1,4.166667,23,60,24
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,5,108,67241,5777,11942,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,60,120
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,2,110,61976,149,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,60,1
randoop,GUAVA-39,com.google.common.collect.TreeMultiset,7,124,62682,743,660,0,0,0,195,112,57.4359,96,44,45.833336,129,71,55.03876,71,55.03876,58,60,7
randoop,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,8,103,61629,107,49,0,0,0,77,15,19.480518,30,9,30.000002,58,11,18.965517,11,18.965517,47,60,1
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,3,202,63121,2323,688,0,0,0,21,9,42.857143,10,2,20.0,12,4,33.333336,0,0.0,12,60,7
randoop,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,2,101,63548,930,3330,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,60,34
randoop,GUAVA-206,com.google.common.collect.ImmutableEnumSet,4,118,62438,471,375,0,0,0,28,0,0.0,11,0,0.0,21,0,0.0,0,0.0,21,60,4
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,4,191,63030,2502,620,0,0,0,21,9,42.857143,10,2,20.0,12,4,33.333336,0,0.0,12,60,7
randoop,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,3,110,61778,165,18,0,0,0,55,3,5.4545455,26,0,0.0,46,0,0.0,0,0.0,46,60,1
randoop,GUAVA-224,com.google.common.primitives.UnsignedLongs,9,115,63428,1264,3686,0,0,0,112,105,93.75,70,66,94.28571,140,133,95.0,133,95.0,7,60,37
randoop,SPOON-169,spoon.reflect.visitor.ImportScannerImpl,10,162,66567,4236,7219,0,0,0,439,62,14.123006,364,28,7.692308,143,18,12.587413,18,12.587413,125,60,73
randoop,SPOON-105,spoon.support.compiler.jdt.PositionBuilder,1,153,65018,2580,7977,0,0,0,363,49,13.498622,278,35,12.589929,170,30,17.647058,30,17.647058,140,60,80
randoop,GUAVA-212,com.google.common.net.MediaType,4,151,63437,1414,2500,0,0,0,284,273,96.12676,74,59,79.72973,76,73,96.05263,0,0.0,76,60,25
randoop,PDFBOX-229,org.apache.pdfbox.util.XMLUtil,2,133,61849,62,4,0,0,0,25,10,40.0,4,0,0.0,14,7,50.0,0,0.0,14,60,1
randoop,GUAVA-159,com.google.common.primitives.ParseRequest,4,116,64269,1936,3342,0,0,0,19,13,68.42105,12,6,50.0,8,8,100.0,6,75.0,2,60,34
randoop,FESCAR-25,com.alibaba.fescar.core.rpc.netty.RmMessageListener,8,111,63609,2085,1864,0,0,0,32,11,34.375,8,3,37.5,9,2,22.222223,2,22.222223,7,60,19
randoop,GUAVA-206,com.google.common.collect.ImmutableEnumSet,8,102,62198,731,498,0,0,0,28,0,0.0,11,0,0.0,21,0,0.0,0,0.0,21,60,5
randoop,PDFBOX-285,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,3,132,62765,1314,1872,0,0,0,91,56,61.538464,22,4,18.181818,64,27,42.1875,27,42.1875,37,60,19
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,7,106,63041,1710,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,60,48
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,2,207,63187,2205,545,0,0,0,21,9,42.857143,10,2,20.0,12,4,33.333336,0,0.0,12,60,6
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,1,133,63431,1914,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,60,48
randoop,GUAVA-184,com.google.thirdparty.publicsuffix.PublicSuffixType,4,135,63428,1298,3330,0,0,0,14,14,100.0,8,8,100.0,10,10,100.0,10,100.0,0,60,34
randoop,PDFBOX-26,org.apache.pdfbox.pdmodel.encryption.SecurityProvider,5,122,61621,977,2,0,0,0,19,9,47.368423,2,1,50.0,2,2,100.0,2,100.0,0,60,1
randoop,FESCAR-7,com.alibaba.fescar.core.rpc.netty.MessageCodecHandler,5,102,65147,3127,3998,0,0,0,130,6,4.6153846,64,0,0.0,58,0,0.0,0,0.0,58,60,40
randoop,GUAVA-90,com.google.common.io.FileBackedOutputStream,6,116,62553,3936,679,0,0,0,53,49,92.45283,16,13,81.25,30,27,90.0,27,90.0,3,60,7
randoop,GUAVA-102,com.google.common.collect.LinkedListMultimap,6,175,62089,473,239,0,0,0,124,63,50.80645,38,11,28.947369,61,37,60.65574,0,0.0,61,60,3
randoop,GUAVA-129,com.google.common.collect.SparseImmutableTable,2,133,62537,747,527,0,0,0,62,31,50.0,12,7,58.333332,16,10,62.5,0,0.0,16,60,6
randoop,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,10,123,61797,158,2,0,0,0,108,1,0.9259259,64,0,0.0,68,0,0.0,0,0.0,68,60,1
randoop,GUAVA-212,com.google.common.net.MediaType,7,115,62876,1816,2435,0,0,0,284,273,96.12676,74,59,79.72973,76,73,96.05263,0,0.0,76,60,25
randoop,FESCAR-41,com.alibaba.fescar.core.rpc.netty.RmRpcClient,5,142,65106,83786,5459,0,5459,0,230,4,1.7391304,98,2,2.0408163,85,2,2.3529413,0,0.0,85,60,55
randoop,GUAVA-196,com.google.common.io.Closeables,5,143,61819,37,5,0,0,0,20,9,45.0,4,1,25.0,5,3,60.000004,1,20.0,4,60,1
randoop,FESCAR-25,com.alibaba.fescar.core.rpc.netty.RmMessageListener,3,275,63328,1005,702,0,0,0,32,11,34.375,8,3,37.5,9,2,22.222223,2,22.222223,7,60,8
randoop,GUAVA-95,com.google.common.collect.ComparatorOrdering,10,117,62589,871,740,0,0,0,12,11,91.66667,4,3,75.0,8,7,87.5,0,0.0,8,60,8
randoop,PDFBOX-265,org.apache.pdfbox.pdmodel.font.PDType3Font,2,120,61900,215,2,0,0,0,108,1,0.9259259,64,0,0.0,68,0,0.0,0,0.0,68,60,1
randoop,GUAVA-177,com.google.common.primitives.Doubles,9,104,62932,1319,2189,0,0,0,104,101,97.11539,58,55,94.82758,113,112,99.11504,112,99.11504,1,60,22
randoop,FESCAR-33,com.alibaba.fescar.core.model.GlobalStatus,6,187,62287,101,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,FESCAR-7,com.alibaba.fescar.core.rpc.netty.MessageCodecHandler,3,100,68047,5237,9677,0,0,0,130,6,4.6153846,64,0,0.0,58,0,0.0,0,0.0,58,60,97
randoop,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,5,107,61892,113,49,0,0,0,77,15,19.480518,30,9,30.000002,58,11,18.965517,11,18.965517,47,60,1
randoop,PDFBOX-285,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,10,162,63522,1188,1982,0,0,0,91,56,61.538464,22,4,18.181818,64,27,42.1875,27,42.1875,37,60,20
randoop,FESCAR-41,com.alibaba.fescar.core.rpc.netty.RmRpcClient,7,105,64124,85723,7822,0,7822,0,230,4,1.7391304,98,2,2.0408163,85,2,2.3529413,0,0.0,85,60,79
randoop,GUAVA-110,com.google.common.collect.LexicographicalOrdering,8,123,62258,661,521,0,0,0,23,10,43.47826,12,3,25.0,16,7,43.75,0,0.0,16,60,6
randoop,PDFBOX-285,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,7,103,63184,1264,2145,0,0,0,91,56,61.538464,22,4,18.181818,64,27,42.1875,27,42.1875,37,60,22
randoop,FESCAR-9,com.alibaba.fescar.core.protocol.transaction.GlobalBeginRequest,6,213,63460,1657,2792,0,0,0,30,22,73.333336,6,4,66.66667,11,7,63.636364,7,63.636364,4,60,28
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,2,141,69688,5114,10171,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,60,102
randoop,SPOON-253,spoon.pattern.internal.parameter.MapParameterInfo,3,156,62714,1444,1330,0,0,0,57,35,61.403507,32,18,56.25,33,22,66.66667,0,0.0,33,60,14
randoop,PDFBOX-278,org.apache.pdfbox.pdfwriter.ContentStreamWriter,3,154,61864,129,49,0,0,0,77,15,19.480518,30,9,30.000002,58,11,18.965517,11,18.965517,47,60,1
randoop,GUAVA-181,com.google.common.primitives.SignedBytes,7,149,65490,3674,8636,0,0,0,38,36,94.73685,22,19,86.36364,42,40,95.2381,40,95.2381,2,60,87
randoop,PDFBOX-22,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,1,132,63854,2030,4722,0,0,0,36,15,41.666664,14,2,14.285715,21,7,33.333336,7,33.333336,14,60,48
randoop,FESCAR-41,com.alibaba.fescar.core.rpc.netty.RmRpcClient,9,219,64712,83595,5813,0,5813,0,230,4,1.7391304,98,2,2.0408163,85,2,2.3529413,0,0.0,85,60,59
randoop,FESCAR-6,com.alibaba.fescar.core.rpc.netty.TmRpcClient,7,121,64038,80824,157,0,154,0,179,6,3.3519554,74,2,2.7027028,74,2,2.7027028,0,0.0,74,60,2
randoop,FESCAR-28,com.alibaba.fescar.core.rpc.ClientType,9,145,61953,47,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,SPOON-25,spoon.pattern.internal.ValueConvertorImpl,1,230,62771,607,349,0,0,0,80,4,5.0,84,1,1.1904762,72,2,2.777778,2,2.777778,70,60,4
randoop,GUAVA-206,com.google.common.collect.ImmutableEnumSet,5,98,62310,632,578,0,0,0,28,0,0.0,11,0,0.0,21,0,0.0,0,0.0,21,60,6
randoop,PDFBOX-214,org.apache.pdfbox.pdfparser.EndstreamOutputStream,3,130,62349,1834,1733,0,0,0,41,27,65.85366,40,18,45.0,44,34,77.27273,13,29.545454,31,60,18
randoop,GUAVA-177,com.google.common.primitives.Doubles,4,143,63444,1236,2406,0,0,0,104,101,97.11539,58,55,94.82758,113,112,99.11504,112,99.11504,1,60,25
randoop,FESCAR-10,com.alibaba.fescar.core.model.BranchType,9,107,61893,48,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,1,118,61858,208,2,0,0,0,662,9,1.3595166,329,2,0.60790277,139,1,0.7194245,1,0.7194245,138,60,1
randoop,PDFBOX-62,org.apache.pdfbox.rendering.PageDrawer,5,142,61899,206,2,0,0,0,662,9,1.3595166,329,2,0.60790277,139,1,0.7194245,1,0.7194245,138,60,1
randoop,FESCAR-37,com.alibaba.fescar.core.rpc.RpcContext,5,123,63392,3211,9197,0,0,0,94,41,43.617023,34,8,23.529411,32,14,43.75,14,43.75,18,60,92
randoop,SPOON-105,spoon.support.compiler.jdt.PositionBuilder,7,125,64789,2795,7944,0,0,0,363,49,13.498622,278,35,12.589929,170,30,17.647058,30,17.647058,140,60,80
randoop,SPOON-16,spoon.reflect.path.CtElementPathBuilder,2,206,62549,775,1051,0,0,0,87,8,9.195402,51,1,1.9607844,33,3,9.090909,3,9.090909,30,60,11
randoop,PDFBOX-220,org.apache.pdfbox.filter.JPXFilter,8,96,61627,184,18,0,0,0,55,3,5.4545455,26,0,0.0,46,0,0.0,0,0.0,46,60,1
randoop,GUAVA-102,com.google.common.collect.LinkedListMultimap,9,124,61860,561,312,0,0,0,124,63,50.80645,38,11,28.947369,61,37,60.65574,0,0.0,61,60,4
randoop,FESCAR-8,com.alibaba.fescar.core.rpc.netty.NettyPoolableFactory,1,130,62061,421,1,0,0,0,60,3,5.0,36,0,0.0,30,0,0.0,0,0.0,30,60,1
randoop,PDFBOX-117,org.apache.pdfbox.filter.Predictor,6,108,62497,83861,3880,0,0,0,110,20,18.181818,69,5,7.2463765,175,24,13.714285,24,13.714285,151,60,39
randoop,GUAVA-22,com.google.common.graph.Graphs,1,120,61868,129,73,0,0,0,153,16,10.457517,108,11,10.185185,101,19,18.811882,19,18.811882,82,60,1
randoop,PDFBOX-40,org.apache.pdfbox.pdmodel.font.PDCIDFontType2,7,122,61851,209,2,0,0,0,127,1,0.78740156,80,0,0.0,82,0,0.0,0,0.0,82,60,1
randoop,GUAVA-224,com.google.common.primitives.UnsignedLongs,2,125,63454,1496,3474,0,0,0,112,105,93.75,70,66,94.28571,140,133,95.0,133,95.0,7,60,35
randoop,PDFBOX-117,org.apache.pdfbox.filter.Predictor,2,130,63020,50126,1351,0,0,0,110,20,18.181818,69,5,7.2463765,175,24,13.714285,24,13.714285,151,60,14
randoop,FESCAR-34,com.alibaba.fescar.core.protocol.ResultCode,4,121,61600,56,12,0,0,0,8,8,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,GUAVA-2,com.google.common.collect.MinMaxPriorityQueue,10,138,63400,1062,1529,0,0,0,106,75,70.754715,53,29,54.71698,96,70,72.91667,70,72.91667,26,60,16
randoop,GUAVA-95,com.google.common.collect.ComparatorOrdering,7,163,62872,731,543,0,0,0,12,11,91.66667,4,3,75.0,8,7,87.5,0,0.0,8,60,6
randoop,PDFBOX-83,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,1,145,68658,6168,11942,0,0,0,14,2,14.285715,8,0,0.0,8,1,12.5,1,12.5,7,60,120
randoop,PDFBOX-234,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,5,107,62751,1595,4725,0,0,0,43,41,95.34883,18,14,77.77778,31,30,96.77419,30,96.77419,1,60,48
randoop,PDFBOX-22,org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,9,98,62609,1779,4722,0,0,0,36,15,41.666664,14,2,14.285715,21,7,33.333336,7,33.333336,14,60,48
randoop,SPOON-20,spoon.support.reflect.reference.CtLocalVariableReferenceImpl,1,198,63712,2225,584,0,0,0,21,9,42.857143,10,2,20.0,12,4,33.333336,0,0.0,12,60,6
randoop,GUAVA-240,com.google.common.collect.FilteredMultimapValues,7,113,61973,49,1,0,0,0,26,1,3.846154,6,0,0.0,12,0,0.0,0,0.0,12,60,1
randoop,FESCAR-13,com.alibaba.fescar.core.exception.TransactionExceptionCode,2,118,61969,91,25,0,0,0,21,21,100.0,4,4,100.0,6,6,100.0,6,100.0,0,60,1
randoop,FESCAR-42,com.alibaba.fescar.core.rpc.DefaultServerMessageListenerImpl,10,163,71931,6972,2932,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,60,30
randoop,FESCAR-32,com.alibaba.fescar.core.protocol.transaction.BranchRegisterRequest,6,179,64063,2239,3531,0,0,0,52,37,71.15385,16,11,68.75,23,15,65.21739,15,65.21739,8,60,36
randoop,PDFBOX-91,org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,9,193,64824,2234,3993,0,0,0,19,3,15.789473,8,0,0.0,15,0,0.0,0,0.0,15,60,40
randoop,FESCAR-17,com.alibaba.fescar.core.protocol.transaction.GlobalBeginResponse,9,154,63058,1404,1613,0,0,0,36,30,83.33333,12,10,83.33333,17,15,88.2353,15,88.2353,2,60,17
randoop,SPOON-16,spoon.reflect.path.CtElementPathBuilder,1,190,63009,810,1122,0,0,0,87,8,9.195402,51,1,1.9607844,33,3,9.090909,3,9.090909,30,60,12
